id;Created Time;Nature operation;Type Co-emprunteur;Reste �� vivre mensuel;Taux d'apport;Revenus du foyer;Taux d'endettement;Immobilier;Apport global;Stage;d_eligible;instruit;Type de contrat;Profession;Domaine;age;civility;nb_enfants_charge;situation_familiale;regionName
5399;20/09/2018 15:52;--Achat d'une maison;Dans le cadre d'une SCI;8420.0;37.5;9949.99;22.65;400000.0;150000.0;cancelled;1;0;CDI;Ouvrier;Gestion / Comptabilite;29.0;M;1.0;Marie;Ile-de-France
7654;11/05/2018 15:30;--Achat d'une maison;Avec votre conjoint;3221.0;37.64;5362.7;39.93;550000.0;207000.0;pre-qualified;0;0;CDI;Cadre superieur;Informatique;40.0;M;2.0;Marie;Ile-de-France
1730;13/03/2018 16:40;--Achat d'un appartement;Seul(e);591.0;0.0;1500.0;60.61;150000.0;0.0;Exclus;0;0;;Gerant de societe;B̢timent;49.0;M;4.0;Marie;
2956;14/03/2018 11:32;--Achat d'un appartement;Seul(e);2152.0;16.67;4000.0;46.2;300000.0;50000.0;pre-qualified;0;0;;;;;M;;;
3878;14/03/2019 10:04;--Achat d'un appartement;Seul(e);6424.0;18.18;7499.73;14.34;220000.0;40000.0;eligible;1;0;CDI;Cadre moyen;Gestion / Comptabilite;31.0;Mlle;0.0;Celibataire;Auvergne-Rh̫ne-Alpes
5140;08/06/2018 14:38;--Achat d'un appartement;Seul(e);2147.0;8.0;3500.0;38.68;250000.0;20000.0;pre-qualified;0;0;;;;;M;;;Alsace-Champagne-Ardenne-Lorraine
572;07/09/2018 18:36;--Achat d'un appartement;Seul(e);1533.0;2.0;3000.0;48.91;250000.0;5000.0;pre-qualified;0;0;;;;;M;;;Languedoc-Roussillon-Midi-Pyrenees
6034;20/01/2019 13:55;--Achat d'une maison;Avec votre conjoint;-938.0;33.33;0.51;93851.28;180000.0;60000.0;pre-qualified;0;0;;Commer̤ant;B̢timent;47.0;M;5.0;Marie;Ile-de-France
3791;06/05/2019 19:52;--Achat d'un appartement;Avec votre conjoint;-554.0;30.0;0.96;55496.37;100000.0;30000.0;pre-qualified;0;0;CDI;Employe;Commerce;58.0;M;1.0;Marie;Auvergne-Rh̫ne-Alpes
1307;03/02/2018 23:49;--Achat d'une maison;Avec votre conjoint;25158.0;0.0;26571.85;8.52;190000.0;;pre-qualified;0;0;CDI;Technicien;Services �� la personne;50.0;M;3.0;Marie;Bourgogne-Franche-Comte
3140;21/05/2019 18:24;--Achat d'une maison;Avec votre conjoint;1209.0;8.5;2581.92;59.91;200000.0;17000.0;pre-qualified;1;0;CDI;Employe;Banque / Finance / Assurance;30.0;Mme;0.0;Marie;Ile-de-France
391;13/06/2018 08:18;--Achat d'une maison;Seul(e);2977.0;30.0;3749.32;20.6;100000.0;30000.0;cancelled;1;0;CDI;Cadre superieur;Commerce;39.0;Mme;2.0;Union libre;La Reunion
3470;11/07/2018 10:38;--Achat d'une maison;Avec votre conjoint;494.0;29.41;2332.45;78.8;340000.0;100000.0;pre-qualified;1;0;CDI;Cadre moyen;Autre;28.0;M;0.0;Marie;Ile-de-France
7669;13/05/2019 13:02;--Achat d'un appartement;Seul(e);3144.0;0.0;3900.0;19.39;100000.0;0.0;pre-qualified;0;0;;;;;M;;;Alsace-Champagne-Ardenne-Lorraine
2248;27/05/2018 15:25;--Achat d'un appartement;Seul(e);358.0;24.0;1500.0;76.15;250000.0;60000.0;pre-qualified;0;0;CDI;Employe;Gestion / Comptabilite;45.0;M;3.0;Marie;Ile-de-France
1937;26/01/2019 13:51;--Achat d'une maison;Avec votre conjoint;2554.0;20.0;3057.26;16.46;80000.0;16000.0;eligible;1;0;CDI;Employe;Transport;41.0;M;4.0;Marie;Pays de la Loire
531;11/06/2019 20:57;--Achat d'un appartement;Avec votre conjoint;1364.0;69.57;1999.55;31.78;115000.0;80000.0;eligible;1;0;;;;34.0;M;2.0;Marie;Ile-de-France
2275;11/07/2018 23:03;--Achat d'un bien mixte (habitation et activite);Avec votre conjoint;1994.0;15.0;2649.68;24.74;100000.0;15000.0;cancelled;1;0;;En recherche d�۪emploi;;32.0;M;1.0;Marie;Nord-Pas-de-Calais-Picardie
3756;17/01/2018 20:26;--Achat d'une maison;Avec votre conjoint;1513.0;33.33;2299.02;34.17;150000.0;50000.0;eligible;1;0;CDI;Ouvrier;Transport;37.0;M;3.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
7226;01/07/2019 17:05;--Achat d'un appartement;Seul(e);-299.0;2.27;1300.0;123.05;220000.0;5000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
747;03/03/2018 14:24;--Achat d'une maison;Seul(e);-220.0;8.2;630.02;134.92;122000.0;10000.0;pre-qualified;0;0;;En recherche d�۪emploi;;34.0;Mme;5.0;Divorce;Ile-de-France
7833;22/08/2019 08:23;--Achat d'un appartement;Seul(e);2304.0;10.0;5000.0;53.94;500000.0;50000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
1985;02/01/2018 16:33;--Achat d'une maison;Avec votre conjoint;-694.0;15.0;0.17;69416.82;100000.0;15000.0;pre-qualified;0;0;;Commer̤ant;Services �� la personne;42.0;M;5.0;Marie;Ile-de-France
933;27/08/2019 13:14;--Achat d'une maison;Avec votre conjoint;3477.0;19.12;5149.83;35.61;340000.0;65000.0;pre-qualified;0;0;;;;32.0;M;0.0;Marie;Ile-de-France
1925;26/08/2018 15:19;--Achat d'un appartement;Seul(e);1537.0;20.0;3000.0;48.8;300000.0;60000.0;pre-qualified;0;0;;;;;Mme;;;Auvergne-Rh̫ne-Alpes
2;21/08/2019 13:25;--Achat d'une maison;Dans le cadre d'une SCI;5321.0;19.44;6213.6;14.36;180000.0;35000.0;eligible;1;0;;;;27.0;M;1.0;Marie;Ile-de-France
7060;12/05/2018 00:58;--Achat d'une maison;Avec votre conjoint;392.0;38.89;1263.37;68.94;180000.0;70000.0;pre-qualified;0;0;;Gerant de societe;Commerce;37.0;M;3.0;Marie;
3542;15/10/2018 20:14;--Achat d'un appartement;Seul(e);2219.0;25.0;2915.36;23.88;120000.0;30000.0;eligible;1;0;CDI;Cadre superieur;Industrie;39.0;M;0.0;Celibataire;Languedoc-Roussillon-Midi-Pyrenees
7769;17/05/2019 00:22;--Achat d'un appartement;Seul(e);881.0;5.0;2300.0;61.73;200000.0;10000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
4912;28/03/2018 22:36;--Achat d'une maison;Avec votre conjoint;2626.0;17.24;4085.33;45.46;290000.0;50000.0;pre-qualified;0;0;CDI;Employe;Commerce;37.0;Mme;2.0;Marie;Ile-de-France
2553;03/07/2018 22:38;--Achat d'une maison;Avec votre conjoint;2319.0;20.0;3299.08;29.7;160000.0;32000.0;cancelled;1;0;CDI;Employe;Fonction Publique;32.0;M;1.0;Marie;Bourgogne-Franche-Comte
6933;29/04/2019 06:23;--Achat d'un appartement;Seul(e);2309.0;10.0;3400.0;32.09;200000.0;20000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
6227;09/04/2018 14:31;--Achat d'une maison;Avec votre conjoint;1257.0;19.05;1915.71;34.38;105000.0;20000.0;eligible;1;0;CDI;Employe;Industrie;47.0;M;3.0;Marie;Bourgogne-Franche-Comte
6572;07/08/2018 21:35;--Achat d'une maison;Avec votre conjoint;4346.0;5.0;5765.92;24.63;200000.0;10000.0;pre-qualified;0;0;CDI;Cadre superieur;Environnement;35.0;Mme;1.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
7453;11/12/2018 10:42;--Achat d'un appartement;Avec votre conjoint;-436.0;21.43;0.76;43675.82;70000.0;15000.0;pre-qualified;0;0;;Enseignant;Fonction Publique;27.0;Mme;2.0;Marie;Alsace-Champagne-Ardenne-Lorraine
2043;28/11/2018 10:32;--Achat d'une maison;Seul(e);1827.0;21.0;2799.23;34.72;200000.0;42000.0;eligible;1;0;CDI;Cadre moyen;Informatique;38.0;M;3.0;Marie;Ile-de-France
3487;23/04/2019 14:15;--Achat d'un appartement;Seul(e);3077.0;21.0;5000.0;38.47;399999.0;84000.0;pre-qualified;0;0;;;;;M;;;Languedoc-Roussillon-Midi-Pyrenees
367;10/06/2018 23:09;--Achat d'un appartement;Seul(e);3447.0;22.32;4476.63;23.0;112000.0;25000.0;validated;1;1;CDI;Employe;Transport;45.0;Mlle;1.0;Celibataire;Auvergne-Rh̫ne-Alpes
2817;25/04/2018 20:00;--Achat d'un appartement;Seul(e);1787.0;50.0;1967.07;34.22;50000.0;25000.0;cancelled;1;0;CDI;Militaire / Gendarme;Fonction Publique;36.0;M;0.0;Celibataire;Provence-Alpes-C̫te d'Azur
2991;11/03/2018 00:29;--Achat d'un appartement;Seul(e);1839.0;8.33;3500.0;47.46;300000.0;25000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
359;06/07/2018 15:59;--Achat d'une maison;Avec votre conjoint;1626.0;38.32;2442.2;33.41;167000.0;64000.0;cancelled;1;0;CDI;Employe;Industrie;40.0;M;0.0;Marie;Normandie
1830;19/06/2019 19:33;--Achat d'un appartement;Seul(e);1861.0;6.06;2800.0;33.55;165000.0;10000.0;pre-qualified;0;0;;;;;Mlle;;;Ile-de-France
5989;02/04/2018 11:44;--Achat d'une maison;Avec votre conjoint;2269.0;27.27;3499.64;35.16;220000.0;60000.0;eligible;1;0;CDI;Employe;Commerce;49.0;M;2.0;Marie;Nord-Pas-de-Calais-Picardie
7453;11/12/2018 10:42;--Achat d'un appartement;Avec votre conjoint;-436.0;21.43;0.76;43675.82;70000.0;15000.0;pre-qualified;0;0;;Enseignant;Fonction Publique;27.0;Mme;2.0;Marie;Alsace-Champagne-Ardenne-Lorraine
1695;18/12/2018 11:49;--Achat d'une maison;Avec votre conjoint;2744.0;19.51;3999.1;31.38;205000.0;40000.0;eligible;1;0;CDI;Employe;Informatique;40.0;M;2.0;Marie;Alsace-Champagne-Ardenne-Lorraine
4890;14/05/2019 09:58;--Achat d'une maison;Avec votre conjoint;4938.0;15.0;6819.38;27.59;300000.0;45000.0;eligible;1;0;;Artisan;Environnement;56.0;M;2.0;Marie;Ile-de-France
6667;19/10/2018 17:22;--Achat d'une maison;Avec votre conjoint;4189.0;34.88;5932.41;29.38;430000.0;150000.0;eligible;1;0;CDI;Cadre moyen;Informatique;41.0;M;2.0;Marie;Ile-de-France
1965;21/10/2018 16:45;--Achat d'un appartement;Seul(e);2521.0;33.33;3400.0;25.87;210000.0;70000.0;Exclus;0;0;CDI;Employe;Autre;24.0;Mme;0.0;Marie;
6614;19/05/2019 13:42;--Achat d'un appartement;Seul(e);537.0;20.0;2000.0;73.2;300000.0;60000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
1870;26/04/2018 16:20;--Achat d'un appartement;Avec votre conjoint;2546.0;16.67;3499.87;27.25;150000.0;25000.0;cancelled;1;0;;Artisan;Tourisme;43.0;M;2.0;Marie;Ile-de-France
3259;23/07/2019 20:25;--Achat d'une maison;Avec votre conjoint;-1546.0;33.33;0.33;154632.82;300000.0;100000.0;pre-qualified;0;0;;En recherche d�۪emploi;Informatique;55.0;M;1.0;Marie;Ile-de-France
1634;24/06/2019 22:55;--Achat d'un appartement;Avec votre conjoint;4488.0;10.0;5840.78;23.16;200000.0;20000.0;pre-qualified;0;0;;;;26.0;Mme;0.0;Marie;Ile-de-France
5608;20/09/2018 18:31;--Achat d'un appartement;Seul(e);1325.0;10.0;1682.48;21.24;50000.0;5000.0;pre-qualified;0;0;CDI;Ouvrier;Fonction Publique;31.0;M;0.0;Celibataire;Provence-Alpes-C̫te d'Azur
6449;17/06/2018 22:27;--Achat d'un appartement;Seul(e);2038.0;13.33;3000.0;32.09;150000.0;20000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
3306;29/05/2019 11:35;--Achat d'une maison;Seul(e);-652.0;18.6;1205.68;125.25;215000.0;40000.0;pre-qualified;0;0;;Profession liberale;Autre;56.0;M;0.0;Divorce;Ile-de-France
962;11/03/2018 15:43;--Achat d'une maison;Avec votre conjoint;-2111.0;22.28;0.98;211197.8;359000.0;80000.0;pre-qualified;0;0;CDD;Medecin;Sante;56.0;Mme;3.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
1870;26/04/2018 16:20;--Achat d'un appartement;Avec votre conjoint;2546.0;16.67;3499.87;27.25;150000.0;25000.0;cancelled;1;0;;Artisan;Tourisme;43.0;M;2.0;Marie;Ile-de-France
4676;04/05/2018 23:29;--Achat d'un appartement;Seul(e);2237.0;15.0;3499.67;36.08;200000.0;30000.0;pre-qualified;0;0;CDI;Cadre superieur;Informatique;33.0;M;0.0;Celibataire;Ile-de-France
2651;07/05/2018 14:58;--Achat d'une maison;Avec votre conjoint;1674.0;15.0;2609.93;45.11;180000.0;27000.0;pre-qualified;0;0;CDI;Cadre moyen;Administration;41.0;M;3.0;Marie;La Reunion
5543;28/03/2018 23:30;--Achat d'un appartement;Seul(e);2083.0;7.54;3200.0;34.93;199000.0;15000.0;pre-qualified;0;0;;;;;M;;;Auvergne-Rh̫ne-Alpes
7817;10/07/2019 23:00;--Achat d'un appartement;Avec votre parent;1124.0;10.27;3082.17;63.52;292000.0;30000.0;pre-qualified;0;0;;;;27.0;M;0.0;Celibataire;Ile-de-France
1709;26/09/2018 08:12;--Achat d'une maison;Seul(e);-106.0;40.0;150.76;171.18;50000.0;20000.0;pre-qualified;0;0;CDI;Ouvrier;Autre;36.0;M;;Marie;Ile-de-France
4053;28/01/2018 22:55;--Achat d'une maison;Avec votre concubin;-2265.0;4.0;-479.75;226525.37;250000.0;10000.0;pre-qualified;0;0;;Profession liberale;Informatique;59.0;M;1.0;Marie;Aquitaine-Limousin-Poitou-Charentes
3458;20/08/2019 11:27;--Achat d'un appartement;Seul(e);4264.0;32.04;6750.0;36.84;593000.0;190000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
2225;04/04/2018 15:19;--Achat d'un appartement;Seul(e);2459.0;15.0;3500.0;29.77;200000.0;30000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
4837;30/04/2019 18:07;--Achat d'un appartement;Avec votre conjoint;1226.0;25.0;1927.39;60.79;120000.0;30000.0;pre-qualified;0;0;;Gerant de societe;Informatique;36.0;M;2.0;Marie;Ile-de-France
4195;23/04/2018 22:41;--Achat d'une maison;Avec votre conjoint;1240.0;18.75;1749.97;29.14;80000.0;15000.0;cancelled;1;0;CDI;Technicien;Industrie;41.0;M;3.0;Marie;Pays de la Loire
7083;06/08/2019 06:53;--Achat d'un appartement;Seul(e);1089.0;16.0;1665.47;34.6;50000.0;8000.0;pre-qualified;1;0;;;;23.0;M;0.0;Celibataire;Auvergne-Rh̫ne-Alpes
1857;26/12/2018 21:22;--Achat d'une maison;Avec votre conjoint;-701.0;25.0;0.39;70138.64;120000.0;30000.0;pre-qualified;0;0;non salarie;Entrepreneur individuel;Services �� la personne;32.0;Mme;2.0;Marie;Auvergne-Rh̫ne-Alpes
4277;31/05/2019 16:12;;Seul(e);;0.0;0.0;;;;eligible;1;0;;;;33.0;Mme;0.0;Celibataire;Nord-Pas-de-Calais-Picardie
1976;25/03/2018 22:40;--Achat d'une maison;Seul(e);624.0;12.0;2274.97;72.57;250000.0;30000.0;pre-qualified;0;0;CDI;Technicien;Autre;26.0;M;0.0;Celibataire;Ile-de-France
1752;03/02/2018 12:30;--Achat d'une maison;Seul(e);358.0;64.97;904.99;73.87;177000.0;115000.0;cancelled;1;0;CDI;Employe;Transport;39.0;M;1.0;Instance de divorce;Provence-Alpes-C̫te d'Azur
7333;22/07/2019 21:01;--Achat d'un appartement;Seul(e);745.0;12.5;1600.0;53.47;160000.0;20000.0;pre-qualified;0;0;;;;32.0;M;0.0;Marie;Ile-de-France
6813;18/08/2018 11:41;--Achat d'une maison;Seul(e);4055.0;16.26;4452.71;8.93;61500.0;10000.0;eligible;1;0;CDI;Cadre superieur;Environnement;36.0;M;2.0;Marie;Nord-Pas-de-Calais-Picardie
1021;03/04/2019 13:27;--Achat d'un appartement;Seul(e);2013.0;13.33;3000.0;32.91;150000.0;20000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
1349;19/07/2019 13:29;--Achat d'un appartement;Seul(e);4586.0;16.0;6800.0;32.57;250000.0;40000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
6862;30/12/2018 01:26;--Achat d'une maison;Avec votre conjoint;2835.0;30.3;4259.75;33.44;330000.0;100000.0;eligible;1;0;CDI;Cadre moyen;Fonction Publique;35.0;M;2.0;Marie;Ile-de-France
7828;23/01/2018 12:08;--Achat d'une maison;Avec votre conjoint;1060.0;6.52;2665.98;60.24;230000.0;15000.0;pre-qualified;0;0;;Gerant de societe;Transport;47.0;M;3.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
57;28/08/2019 13:59;--Achat d'un appartement;Seul(e);1188.0;9.2;2557.9;53.55;250000.0;23000.0;pre-qualified;0;0;;;;25.0;Mme;0.0;Celibataire;Ile-de-France
83;15/05/2018 13:43;--Achat d'un appartement;Avec votre conjoint;2152.0;52.17;2615.36;17.71;115000.0;60000.0;Mandate;1;0;CDI;Employe;Fonction Publique;32.0;M;1.0;Marie;Auvergne-Rh̫ne-Alpes
6540;14/08/2019 08:39;--Achat d'un terrain sans financement de la construction;Avec votre conjoint;3126.0;41.45;4874.37;35.86;193000.0;80000.0;pre-qualified;0;0;;;;34.0;M;3.0;Marie;Auvergne-Rh̫ne-Alpes
5706;03/05/2018 15:09;--Achat d'une maison;Avec votre conjoint;-943.0;36.84;0.87;94386.57;190000.0;70000.0;pre-qualified;0;0;;Gerant de societe;Informatique;38.0;M;3.0;Marie;Ile-de-France
4163;17/08/2019 17:37;--Achat d'un appartement;Seul(e);2328.0;2.5;3500.0;33.5;200000.0;5000.0;pre-qualified;0;0;;;;;Mme;;;Centre-Val de Loire
4788;24/03/2019 11:45;--Achat d'une maison;Seul(e);-54.0;46.15;245.44;122.22;65000.0;30000.0;pre-qualified;0;0;;;;35.0;M;2.0;Marie;Nord-Pas-de-Calais-Picardie
3489;13/04/2018 13:30;--Achat d'une maison;Avec votre concubin;246.0;14.29;716.33;65.6;70000.0;10000.0;pre-qualified;0;0;CDI;Employe;Banque / Finance / Assurance;35.0;Mme;2.0;Union libre;Nord-Pas-de-Calais-Picardie
7629;20/10/2018 18:44;--Achat d'une maison;Seul(e);1803.0;20.0;2999.73;39.89;200000.0;40000.0;pre-qualified;0;0;CDI;Employe;Immobilier;31.0;M;2.0;Marie;Ile-de-France
1210;26/09/2018 12:02;--Achat d'un appartement;Seul(e);2301.0;0.0;3500.0;34.27;200000.0;0.0;pre-qualified;0;0;CDI;Employe;Transport;42.0;M;3.0;Marie;Bretagne
3897;17/01/2018 21:17;--Achat d'un appartement;Seul(e);1287.0;55.56;2200.0;41.52;90000.0;50000.0;pre-qualified;0;0;;;;;M;;;
4261;23/01/2019 12:19;;Seul(e);;0.0;0.0;;;;pre-qualified;0;0;;;;;Mme;;;Aquitaine-Limousin-Poitou-Charentes
7289;10/12/2018 15:37;--Achat d'un appartement;Seul(e);1513.0;13.33;2500.0;39.49;150000.0;20000.0;pre-qualified;0;0;;;;;Mme;;;
907;28/08/2018 02:05;--Achat d'un appartement;Seul(e);721.0;2.13;2100.0;65.67;235000.0;5000.0;pre-qualified;0;0;CDI;Technicien;Administration;39.0;M;2.0;Marie;Ile-de-France
205;24/04/2018 20:53;--Achat d'un appartement;Avec votre conjoint;2735.0;20.12;3749.24;27.05;169000.0;34000.0;Mandate;1;0;CDI;Cadre superieur;Informatique;31.0;M;2.0;Marie;Ile-de-France
2103;03/08/2018 23:47;--Achat d'un appartement;Seul(e);1760.0;4.0;3200.0;45.0;250000.0;10000.0;pre-qualified;0;0;;;;;M;;;Centre-Val de Loire
3839;05/02/2019 19:18;--Achat d'un appartement;Seul(e);592.0;14.0;1500.0;60.59;50000.0;7000.0;pre-qualified;0;0;;;;;M;;;Nord-Pas-de-Calais-Picardie
3469;10/11/2018 23:17;--Achat d'un appartement;Seul(e);146.0;25.0;1500.0;90.29;120000.0;30000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
2392;11/08/2019 13:48;--Achat d'un appartement;Avec votre pacse;-866.0;50.0;-169.6;263.47;60000.0;30000.0;pre-qualified;0;0;CDI;Employe;Banque / Finance / Assurance;29.0;M;2.0;PACS;Ile-de-France
274;20/10/2018 11:42;--Achat d'une maison;Avec votre conjoint;2800.0;31.25;4165.69;32.78;320000.0;100000.0;cancelled;1;0;CDI;Cadre moyen;Informatique;34.0;M;1.0;Marie;Provence-Alpes-C̫te d'Azur
6267;13/05/2018 08:08;--Achat d'un appartement;Seul(e);94085.0;0.5;100000.0;5.92;1000000.0;5000.0;pre-qualified;0;0;autre;Gerant de societe;Banque / Finance / Assurance;44.0;M;4.0;Marie;Provence-Alpes-C̫te d'Azur
1656;31/01/2019 15:08;--Achat d'un appartement;Seul(e);2716.0;15.0;3355.32;37.35;100000.0;15000.0;pre-qualified;0;0;CDI;Cadre moyen;B̢timent;30.0;Mlle;0.0;Celibataire;
5201;16/01/2018 22:56;--Achat d'une maison;Avec votre conjoint;2141.0;8.0;3859.11;44.51;250000.0;20000.0;pre-qualified;0;0;;Gerant de societe;Transport;42.0;M;1.0;Marie;Ile-de-France
6902;18/07/2019 13:19;--Achat d'un appartement;Dans le cadre d'une SCI;1491.0;23.08;2050.62;27.29;65000.0;15000.0;eligible;1;0;;;;32.0;M;0.0;Celibataire;Ile-de-France
7674;06/11/2018 20:37;--Achat d'un appartement;Avec votre conjoint;2752.0;30.43;3749.76;26.61;230000.0;70000.0;eligible;1;0;CDI;Enseignant;Enseignement/Recherche;29.0;M;1.0;Marie;Ile-de-France
240;11/07/2018 15:06;--Achat d'un appartement;Avec votre conjoint;19752.0;20.0;20070.12;7.48;50000.0;10000.0;Mandate;1;0;CDI;Cadre moyen;Commerce;33.0;M;1.0;Marie;Alsace-Champagne-Ardenne-Lorraine
5451;10/07/2019 21:21;--Achat d'une maison;Avec votre conjoint;527.0;52.63;1415.7;62.76;285000.0;150000.0;pre-qualified;0;0;;Artisan;Transport;33.0;M;3.0;Marie;Nord-Pas-de-Calais-Picardie
1919;31/05/2018 13:34;--Achat d'un appartement;Avec votre conjoint;4242.0;16.67;4639.12;8.56;60000.0;10000.0;cancelled;1;0;CDI;Cadre superieur;Sante;28.0;M;0.0;Celibataire;Alsace-Champagne-Ardenne-Lorraine
4674;28/02/2019 12:44;--Achat d'un appartement;Avec votre conjoint;-409.0;37.5;0.26;40925.85;80000.0;30000.0;pre-qualified;0;0;;Retraite;;76.0;M;0.0;Marie;Auvergne-Rh̫ne-Alpes
7908;15/04/2019 23:50;--Achat d'une maison;Avec votre conjoint;1995.0;20.0;2915.3;31.56;150000.0;30000.0;eligible;1;0;CDI;Enseignant;Gestion / Comptabilite;39.0;M;2.0;Marie;Provence-Alpes-C̫te d'Azur
2888;22/10/2018 14:05;--Achat d'une maison;Avec votre conjoint;1312.0;50.0;2049.09;35.96;180000.0;90000.0;pre-qualified;1;0;CDI;Employe;Transport;37.0;M;3.0;Marie;Provence-Alpes-C̫te d'Azur
4700;20/05/2019 16:32;--Achat d'un appartement;Avec votre conjoint;1849.0;26.79;2799.94;33.96;168000.0;45000.0;eligible;1;0;CDI;Technicien;Autre;39.0;Mme;0.0;Marie;Ile-de-France
27;06/05/2019 08:21;--Achat d'une maison;Avec votre conjoint;1833.0;32.43;2618.98;38.79;185000.0;60000.0;pre-qualified;1;1;CDI;Cadre superieur;Fonction Publique;40.0;M;3.0;Marie;Ile-de-France
2292;12/05/2019 23:31;--Achat d'un appartement;Seul(e);713.0;22.22;2000.0;64.37;270000.0;60000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
3797;06/01/2018 13:57;--Achat d'un appartement;Avec votre conjoint;4694.0;15.14;6449.33;27.21;350000.0;53000.0;cancelled;1;0;CDI;Cadre superieur;Informatique;40.0;M;2.0;Marie;Ile-de-France
2944;10/10/2018 23:44;--Achat d'un appartement;Seul(e);-620.0;20.0;1500.0;141.38;250000.0;50000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
907;28/08/2018 02:05;--Achat d'un appartement;Seul(e);721.0;2.13;2100.0;65.67;235000.0;5000.0;pre-qualified;0;0;CDI;Technicien;Administration;39.0;M;2.0;Marie;Ile-de-France
5187;16/04/2019 17:04;--Achat d'une maison;Seul(e);2977.0;20.0;4165.1;28.52;200000.0;40000.0;eligible;1;0;CDI;Cadre superieur;Informatique;35.0;M;1.0;Marie;Alsace-Champagne-Ardenne-Lorraine
7639;17/02/2019 10:54;--Achat d'un appartement;Seul(e);246.0;6.67;1300.0;81.11;150000.0;10000.0;pre-qualified;0;0;;;;;M;;;Centre-Val de Loire
7614;11/06/2019 11:52;--Achat d'une maison;Avec votre conjoint;3397.0;21.62;5165.77;34.24;370000.0;80000.0;eligible;1;0;;;;41.0;M;2.0;Marie;Ile-de-France
7612;22/05/2018 10:30;--Achat d'une maison;Avec votre conjoint;1772.0;67.21;2649.96;33.13;305000.0;205000.0;cancelled;1;0;CDI;Profession liberale;Sante;34.0;Mme;3.0;Marie;Nord-Pas-de-Calais-Picardie
5506;25/06/2019 21:59;--Achat d'un appartement;Seul(e);1603.0;16.67;2000.0;19.85;60000.0;10000.0;pre-qualified;0;0;;;;;M;;;Aquitaine-Limousin-Poitou-Charentes
4090;07/06/2019 18:22;--Achat d'un appartement;Avec votre conjoint;2815.0;46.43;3427.1;17.86;140000.0;65000.0;eligible;1;0;CDI;Cadre superieur;Industrie;35.0;M;2.0;Marie;Ile-de-France
7045;09/06/2019 12:27;;Seul(e);;0.0;0.0;;;;pre-qualified;0;0;;;;34.0;M;1.0;Marie;Ile-de-France
3712;05/07/2019 21:05;--Achat d'un appartement;Seul(e);596.0;7.69;1400.0;57.44;143000.0;11000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
5840;20/01/2019 14:46;--Achat d'une maison;Avec votre conjoint;4817.0;15.0;5832.33;17.41;160000.0;24000.0;eligible;1;0;;Profession liberale;Administration;34.0;M;1.0;Marie;Nord-Pas-de-Calais-Picardie
3714;05/06/2019 13:59;--Achat d'une maison;Avec votre conjoint;2998.0;33.33;4082.03;26.55;120000.0;40000.0;eligible;1;0;CDI;Cadre moyen;Informatique;58.0;M;1.0;Marie;Pays de la Loire
7346;05/03/2019 22:55;--Achat d'un appartement;Avec votre conjoint;1635.0;50.0;2499.53;34.58;150000.0;75000.0;eligible;1;0;CDI;Employe;Transport;34.0;M;0.0;Marie;Ile-de-France
4098;28/05/2018 13:21;--Achat d'une maison;Avec votre conjoint;1635.0;43.48;2165.5;24.49;115000.0;50000.0;cancelled;1;0;CDI;Ouvrier;Industrie;43.0;M;2.0;Marie;Pays de la Loire
2935;18/01/2018 19:51;--Achat d'une maison;Avec votre conjoint;44679.0;35.0;45499.56;1.8;200000.0;70000.0;eligible;1;0;CDI;Cadre moyen;Environnement;29.0;Mme;2.0;Marie;Ile-de-France
6792;18/07/2019 12:19;--Achat d'un appartement;Seul(e);884.0;0.0;1700.0;48.02;135000.0;0.0;pre-qualified;0;0;;;;;M;;;Alsace-Champagne-Ardenne-Lorraine
2193;24/06/2019 16:48;--Achat d'un appartement;Avec votre conjoint;2625.0;17.24;3362.85;21.94;58000.0;10000.0;eligible;1;0;CDI;Ouvrier;Autre;30.0;M;2.0;Marie;Auvergne-Rh̫ne-Alpes
6752;21/02/2019 10:08;--Achat d'une maison;Seul(e);1022.0;2.67;1582.65;35.42;75000.0;2000.0;pre-qualified;0;0;;;;35.0;M;0.0;Marie;Centre-Val de Loire
